Item;ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS;Region;Nß_Habitantes
17;NO;2014;2014;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
581;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;2;Regi¢n Pac°fico;
586;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
588;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
589;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACI‡N;SIN DATO;SI;SI;NO;Ley 906;SANTANDER DE QUILICHAO;N/A;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
817;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;N/A;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;2;Regi¢n Pac°fico;
928;NO;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1024;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1250;NO;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1381;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1883;NO;2023;2023;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 A•OS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cauca;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1940;SI;2015;2015;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2185;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;2;Regi¢n Pac°fico;
2303;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2307;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2309;SI;2017;2017;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2586;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2589;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2727;SI;2019;2019;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;INFANCIA 6 - 11;SI;SI;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2785;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2918;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
578;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;SILVIA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
579;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;SILVIA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
811;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;SOTARA;Venezuela;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2920;SI;2019;2019;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;SUµREZ;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1026;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;SUCRE;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1645;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;SUCRE;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2515;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;TIMB÷O;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2183;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;TIMBIQU÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;2;Regi¢n Pac°fico;
2184;SI;2017;2017;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;TIMBIQU÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;2;Regi¢n Pac°fico;
818;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INVESTIGACI‡N;SIN DATO;SI;SI;SI;Ley 906;TORIBIO;N/A;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
812;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;TOTOR‡;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
816;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;TOTOR‡;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
372;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACI‡N;INFANCIA 6 - 11;SI;SI;NO;Ley 906;VILLA RICA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
582;NO;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;VILLA RICA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1186;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 1098;VILLA RICA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
1648;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;TERMINACI‡N ANTICIPADA;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;VILLA RICA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
2463;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;VILLA RICA;Colombia;NO;DIRECCI‡N SECCIONAL DE CAUCA;FEMENINO;1;Regi¢n Pac°fico;
210;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
378;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
901;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Cesar;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
1031;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
1035;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
1187;NO;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
2793;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;NO;SI;Ley 906;AGUACHICA;N/A;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
2794;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;AGUACHICA;N/A;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
3239;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;AGUACHICA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;2;Regi¢n Caribe;
379;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;AGUST÷N CODAZZI;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
522;NO;2019;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;AGUST÷N CODAZZI;N/A;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2158;SI;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;AGUST÷N CODAZZI;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2392;SI;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;AGUST÷N CODAZZI;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3050;SI;2020;2020;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCI‡N DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;AGUST÷N CODAZZI;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3126;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;AGUST÷N CODAZZI;Venezuela;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3201;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR VICTIMA MENOR DE 18 A•OS, MAYOR DE 60 O EMBARAZO. ART. 104B L.B;Cesar;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;AGUST÷N CODAZZI;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3473;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cesar;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;ASTREA;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2695;SI;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BECERRIL;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1390;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BOSCONIA;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2791;SI;2019;2019;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOSCONIA;Venezuela;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3416;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOSCONIA;Venezuela;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1651;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;CHIRIGUANµ;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3127;SI;2020;2020;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;Ley 906;CHIRIGUANµ;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
55;NO;2015;2015;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCI‡N DE PENAS;SIN DATO;SI;SI;SI;Ley 906;CURUMAN÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
381;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CURUMAN÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1387;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;CURUMAN÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1650;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INVESTIGACI‡N;SIN DATO;SI;NO;SI;Ley 906;CURUMAN÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2469;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;CURUMAN÷;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
822;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;EL COPEY;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
208;NO;2017;2017;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;EL PASO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
376;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;SIN DATO;SI;NO;NO;Ley 906;EL PASO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1391;NO;2022;2022;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;EL PASO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1656;NO;2022;2022;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;EL PASO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2467;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;GAMARRA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
3524;SI;2021;2021;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;GAMARRA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
2464;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LA JAGUA DE IBIRICO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2466;SI;2018;2018;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;NO;SI;Ley 906;LA JAGUA DE IBIRICO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;MASCULINO;1;Regi¢n Caribe;
2592;SI;2018;2018;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LA JAGUA DE IBIRICO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
2696;SI;2019;2019;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LA JAGUA DE IBIRICO;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
1563;NO;2022;2022;NO;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCI‡N DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;LA PAZ;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
3415;SI;2021;2021;NO;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LA PAZ;Colombia;NO;DIRECCI‡N SECCIONAL DE CESAR;FEMENINO;1;Regi¢n Caribe;
819;NO;2020;2020;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;PELAYA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
2391;SI;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;PELAYA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
3240;SI;2020;2020;NO;SI;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;EJECUCI‡N DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PELAYA;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
375;NO;2018;2018;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACI‡N;ADOLESCENTE 14 - 17;SI;SI;NO;Ley 906;SAN ALBERTO;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
1032;NO;2021;2021;NO;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACI‡N;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SAN ALBERTO;Colombia;NO;DIRECCI‡N SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1;Regi¢n Caribe;
